photo,comment,comment_en,sequence_length
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/6cdf8a7222061185a14652b4e7e2a8ba9529cdcc.jpg,ทางม้าลาย มีไว้ให้คนข้ามถนน แต่มอเตอร์ไซ มากลับรถทางข้ามม้าลาย,"The crosswalk is for people to cross the road, but the motorcycle will make a U -turn.",62
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/7046dedf6703b0d20dd9c9974be8a6a6820c2bd2.jpg,สุนัขและแมวจรจัดถ่ายอุจจาระทั่วซอย สร้างความเดือดร้อนให้กับบุคคลที่พักอยู่อาศัยเรื่องของสุขภาพอนามัย,"Dogs and stray cats arranged the alley. Causing trouble to people, accommodation, health",100
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/499963de44e5dca99d75f883731f5ad03038d452.jpg,ที่คอนโดมีการถอด/แก้ไขสัญญาณเตือนอัคคีภัย,The condo has removed/edit the fire alarm.,41
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/c9c33ce68eb2a6482d5488b975be24e80e82581a.jpg,ปากซอยงามวงศ์วาน 32 มีน้ำเสียท่วมขังอีกแล้วครับ น่าจะเกิดจากท่อตัน จุดนี้เคยแจ้งไปหลายรอบแล้วครับ พอแก้ไขได้อีกซักพักก็จะกลับมาเกิดปัญหาอีก,"The mouth of Soi Ngamwongwan 32 has flooded water again. Should be caused by a ton At this point, I have already informed several times. After fixing it for a while, it will come back to the problem again.",139
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/543d60146a296f1f127bba71e0220e22b6802a51.jpg,ทางเท้าเดินไม่ได้เลยครับ ร้านค้าตั้งเต็มทางเท้า คนต้องลงไปเดินเสี่ยงตายไปถนนแทน,The sidewalk cannot walk at all. The shop is full of sidewalks. People have to go down to take risks to the road instead.,79
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/44e4ad315672f1f9c4e900c710b51451cd23892f.jpg,ถนนเส้นสุขาภิบาล 3 รามคำแหงฝั่งขาออก มุ่งหน้า แยกมิสทีนถนนพังด้านซ้ายเสียช่องการจราจรหนึ่งช่องทางยาวตลอดทั้งเส้นรถติดหนักมาก,"Ramkhamhaeng 3 Sukkhamhaeng Road, outbound, heading to the Miss Teen intersection, the left side of the road, the left lane lost a long traffic lane throughout the traffic jam.",124
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/8433112d1894cb193fe42e07d7718a9338e5bebb.jpg,ฝาท่อชำรุดค่ะ,The pipe cover is damaged.,13
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/59dfb9f6a4d9823b250c78a0f629ecd55e28cb49.jpg,มีทอนไม้ติดค้างที่สายสื่อสาร เกรงจะหล่นใส่ประชาชน คะ,There is a stuck on the communication line. Afraid to fall at the people,52
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/7878f4122bcf65cdcb696c083f09bf591bb2bce8.jpg,เรื่องแจ้ง : ทางขึ้นบ้านที่ทางหน่วยมาทุบออก ยังไม่เสร็จสิ้นดี ยังคงลุกล้ำ มาตรงถนนไป เกือบเลน และช่วงหัวมุม,"Subject: The way to the house that the unit smashed out. It's not finished yet. Still rising on the road, almost lane and corner.",107
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/c1b5b4641e61b0a9275dce5712c86e846a0d21c2.jpg,มีหลุมขนาดใหญ่ ถูกขุดเจาะ จากการขุดซ่อมทำท่อ ทำให้รถวิ่งตกหลุมขนาดใหญ่  อันตราย และก่อความเดือดร้อนให้ประชาชนที่ขับขี่ รถบริเวณนั้น,"There is a large hole being excavated from digging and repairing pipes. Causing the car to fall in a large, dangerous and causing trouble to the people who drive the car in that area",131
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/a7b072fde0070a491891536ddf56a5f9ef418a11.jpg,ระดับตะกอนหนักในท่อระบายน้ำภายในซอยศรีนครินทร์38 มีปริมาณสูงทำให้รับปริมาณน้ำได้น้อยและระดับน้ำสูง,"Heavy sediment in the drainage pipe in Soi Srinakarin 38 High quantity, resulting in a small amount of water and high water level",98
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/808e8da25c636798ff5b9fcb898c02101abcff47.jpg,ช่วง 1 ปีที่ผ่านมาจนถึงปัจจุบัน มีกลุ่มคนเข้ามาประกอบกิจการเก็บค่าบริการที่จอดรถในอัตราที่สูงมาก ในพื้นที่บริเวณวัดอมรินทรารามวรวิหาร เเละบริเวณด้านข้างของรพ.ศิริราชปิยมหาราชการุณย์ รวมถึงพื้นระเเวกใกล้เคียงของการรถไฟสถานีธนบุรี,Over the past 1 year There are groups of people coming to collect the parking fee at the very high rate of parking. In the area of ​​Amarin Tararam Worawihan And the side of the Siriraj Hospital Including the nearby Railway Station,228
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/730a0ff32f3d524b0259f9367308a3c8d447fa19.jpg,มีหลุมขนาดใหญ่ ถูกขุดเจาะ จากการขุดซ่อมทำท่อ ทำให้รถวิ่งตกหลุมขนาดใหญ่,There is a large hole being excavated from digging and repairing pipes. Causing the car to fall large,70
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/0d619cb066bf9d22a66ca7ba072d56055eb7aa91.jpg,ข้าวราดแกงหลังวัดเทพศิรินทร์(ร้านไก่ทอด)ปากซอยเฉลิมเขต4มีการสัมผัสเงินแล้วมาสัมผัสอาหารให้กับลูกค้าทุกวัน,"Rice pouring the curry after Wat Thep Sirin (fried chicken shop) at the entrance of Soi Chalermkhet 4, with the money to experience the food for customers every day.",105
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/cb648b63d082eab29df2c8d46a8cf6cabab7ebe6.jpg,ป้ายชำรุดครับ แบบนี้อาจเกิดความผิดพลาดด้านการสื่อสารต่อผู้ใช้ทางนะครับ,The sign is damaged. This may cause communication errors to users.,70
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/6999b2ab126dba4a57a690ab6012b9dfc7e1a961.jpg,ปากอุโมง ทั้ง 2 ฝั่ง มีการลักไก่กลับรถทั้งรถยนต์ รถจักรยานยนต์ เกรงว่าจะเกิดอันตราย,"The tunnels on both sides are stealing, turning, car, both cars. motorcycle Afraid that it would be dangerous",83
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/fa1af1e3b239f375b2fe7caa8fe50008f02b1b2a.jpg,ตลาดตรงร้านเจ๊แอ๋วตั้งแผงล้นมาบนถนน ทำพื้นถนนสกปรก ถนนลื่น,"The market at Jae Aew shop set up a panel on the road. Making dirty roads, slippery roads",58
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/5cc4ee4c831bdd527468342223c2b025046d7528.jpg,ศูนย์พัฒนาเด็กเล็กโรงเรียนบ้านเกาะ เดือดร้อนจากถนนเข้าพื้นที่ เสียหายชำรุด ทำไม่ได้มาตราฐาน,"Ban Ko School Child Development Center Suffering from the road into the damaged area, damaged, unable to do the standard",91
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/c377a2ad8f361b40eeb2f9a8003cb5d017b10d91.jpg,มีรถมอไซย้อนสอนทุกวัน ทุกเวลา อันตราย และก่อนหน้าจะย้อนสอนมาจุดนี้ ก็ขี้นฟุตบาตมาตั้งแต่ซอยเซนหรุยแล้ว อันตรายขับบนฟุตบาต เร็วมาก,"There is a motorcycle to teach every day, every time, dangerous, and before teaching it to this point. Has been futon since Soi Zen Rui Dangerous on the foot is very fast.",129
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/7c755b0d2eafc58abaaddf0f79c32f91f2d1eaa4.jpg,เรื่องเทศกิจมาเรียกเก็บเงินแม่ค้าค่ะ,"Regarding municipalities, come to collect the vendor's money.",36
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/6adcaaa45c55be324f8a2c7771e0ad26a921e30b.jpg,คนไร้บ้าน3-4 คนตรงทางเชื่อมมารถไฟฟ้าช่องนนทรี สกปรก มั่วสุม และทิ้งขยะ อาศัยจริงจัง,"3-4 homeless people at the connection of the train, slit, dirty, mingling and dumping seriously",83
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/87b665f2e95583680aca8bd8ee41bfebfcd3953b.jpg,แจ้งไปหลายครั้ง ไม่มีอะไรดีขึ้น รถยังจอดเหมือนเดิม ไม่สนใจ ป้ายห้ามจอด รถเลี้ยวเข้าออกซอย ลำบากมาก,"Notify many times Nothing better The car is still parked as before, not interested in the stop sign. Turn in and out of the alley is very difficult.",98
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/379babfb26202dec2812684e58c0f5f32f93d5d4.jpg,มีร้านค้าตั้งร้านชิดขอบถนน ทำให้รถที่ใช้ถนนต้องคอยระวังคนที่ซื้อของ,There is a shop set up a shop near the edge of the road. Causing the car to be used to be careful of those who buy things,67
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/084ba1becd64ecb23b6e6fa184c0ea15f0523573.jpg,จัดการเรื่องตำแหน่งป้ายให้เป็นระเบียบด้วยนะครับ ป้ายมันซ้อนกันนะครับ,Manage the tag position as well. The sign is overlapping.,68
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/c2c874adfd41c6cc0f9b3e2b6639f08457ebeae6.jpg,รถจอดขายของ ขวางการจราจร รถที่เลี้ยวออก รบกวนพี่เทศกิจ จัดการด้วยครับ,The car parked in the car traffic that turned out. Please Manage,71
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/391e78cba9ece3dadd22b3df0f2483d5516428bb.jpg,ฝาปิดท่อระบายน้ำบนทางเท้าทรุดตัว,The drainage lid on the sidewalk collapsed.,32
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/91916e3a3049849ee85df9c5948e4aaca50a1140.jpg,ถนนยุบ,Collapse road,6
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/4ff0d247a1e3727e024a31a6b286d7b41ac1cb8d.jpg,ปรับผิวทางถนนพหลโยธินบริเวญห้าแยกลาดพร้าวฝั่งขาเข้าให้เรียบด้วยนะครับ แบบนี้อันตรายต่อรถเล็กที่สัญจรไปมานะครับนะครับ,"Adjust the surface of Phahonyothin Road, five Ladprao intersection to be smooth as well. This is dangerous to a small car that travels.",116
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/fb467393997d7d8b3cc0849627ffbbf450c7397d.jpg,มีสิ่งของมาตั้ง บนทางเท้า ที่อยู่ฝั่งตรงข้าม สถานฑูตรัสเซีย ทำให้ไม่มีทางเดินบนทางเท้า ประชาชนต้องลงไปเดินบนถนน อันตรายมาก  ขอให้ทางเขต ช่วยขนย้ายสิ่งของกีดขวางออก เพื่อประชาชนแถวนี้จะได้ เดินได้อย่างปลอดภัย,There are items on the sidewalk on the opposite side. Russian Embassy Causing no paths on the sidewalk People have to go down to walk on the road very dangerous. Ask the area to help move the objects. For people around to get Walk safely,207
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/cd5c2cffa71590a21b01023b9c0c5fee7abf4e15.jpg,ต้นผักตบขึ้นเต็มลำรางขวางทางน่ำผ่าน ส่งผลน้ำท่วมขัง ข้อมูลเพิ่มเติม โทร 0839408282 ความสูงระดับหน้าแข้ง น้ำท่วมน้อยกว่า 3 ชั่วโมง,"The vegetables were filled in the way of the way. Resulting in flooding More information, call 0839408282, shin level height. The flood is less than 3 hours.",129
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/9259617669a60ebe3401739c37d02663ae66008c.jpg,ปรับผิวทางถนนพหลโยธินฝั่งมุ่งหน้าเข้าหาอนุสาวรีย์ชัยสมรภูมิให้เรียบด้วยนะครับ แบบนี้อันตรายต่อรถเล็กนะครับ,"Adjust the surface of Phahonyothin Road, head to the Victory Monument to be smooth as well. This is dangerous to a small car.",106
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/d106e45de604c1e32e8355b272ce0179d31fd385.jpg,อยากให้ประสานงาน ทดลองปิด(ปิดแบบปิดจริงๆ) ทางเข้าศูนราชการใต้สะพานกับทางเลี้ยวกลับให้ไปเลี้ยวกลับหน้าไปรษณียแทน เพราะมีทางกันให้เลี้ยวกลับอยู่แล้ว เนื่องจากทำให้รถติดมากกก ต่อแถวกันเข้าเลนเดียวเพื่อกลับรถ,Want to coordinate The truly closed (closed closed) entrance to the government center under the bridge and the turn back to turn back in front of the post instead. Because there is a way to turn back Due to the traffic jam Line up in one lane to make a U -turn.,204
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/f15b5ade7147109a6ba4859f341baa5fdb5da90d.jpg,ทางเดินชำรุด,Damaged path,12
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/e7d0a96b8d7185b613a5f5f9d81f5d2321aa852c.jpg,ต้นไม้เก่งยื่นลุกล้ำกีดขวางทาง,"Talented trees, hanging up, obstructing the way",30
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/d1faec91bd15ae5da2bf764a76df5623eb947801.jpg,ทางเดินชำรุด ติดป้ายรถประจำทางเนื่องจากรถขึ้นมาวิ่ง,The walkway is damaged on the bus stop because the car came up.,51
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/8c1cf000b7b9e591739754381d86397cccc8a028.jpg,ฟุตบาทถนนเทิดราชันเขตดอนเมืองทำมาเป็นเวลาจะ2ปีแล้วยังไม่เรียบร้อยและมีคนมาทำงานน้อยมากในแต่ละวันอยากให้เร่งรัดและดูแลให้เรียบร้อยด้สยค่ะ,"Footsteps, Terdraj Road, Don Mueang District, has been done for 2 years and not yet completed and there are very few people working each day. I want to rush and take care.",136
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/813cd687ef24825c5f6148c5fe22a46eec53e00d.jpg,มีคนไร้บ้านมาอยู่หน้าบ้าน ทำให้รู้สึกไม่ปลอดภัย,There were homeless people in front of the house. Makes you feel insecure,47
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/944535c55b4dcc896e37e4eadbdbc474bad0e853.jpg,แจ้ง ขอให้ ผู้ที่มีส่วนเกี่ยวข้อง เข้ามาช่วยแก้ไข..พื้นที่ ย่าน ตลาดนกกระจอก ชุมชนวัดประยุรวงศ์ ตั้งแต่ หัวถนนเทศบาลสาย 1 ปากทางเข้าวัดกัลยาฯ ไปจนสุดถนนที่เป็นทางตัน แขวงวัดกัลยาฯ เขตธนบุรี  กทม. 10600ปัญหา1 มีพ่อค้าแม่ค้า ขายสินค้า แล้วล้างสิ่งของ ลงท่อระบายน้ำ  ตลอดแนว ตลาดอาจก่อให้ท่ออุดตัน2 ช่วงกลางถนน มีตั้งโต๊ะขายของ ทิ้งไว้เป็นการถาวร กีดขวางทางเดินรถ คน ท้ายถนน นำรถผ่านเข้าออกไม่สะดวกเคยแจ้งไปแล้ว แต่ยังไม่ได้รับการแก้ไข3 ช่วงเวลาค่ำคืน มีวัยรุ่น ชุมนุม ส่งเสียงเปิดวิทยุ เสียงดัง เอ๊ดอึง บางครั้งก่อการวิวาท เป็นที่รำคาญ คนย่านนั้น4  บนทางเดินเท้าริมถนนอรุณอัมรินทร์ ปากทางลงตลาดฯ มีตั้งเต๊นท์ร้านค้าขายของ โดย ไม่หยุดแม้วันจันทร์5 บนถนนอรุณอัมรินทร์ ใกล้ทางลงตลาดฯ เคยแจ้งเรื่อง มีรถเข็นขายอาหาร ที่ไม่ได้ขาย ตั้งทิ้งไว้เป็นการถาวร ณ.ขณะนี้ ก็ คงกลับมาจอดทิ้งไว้ เหมือนเดิม6 บริเวณทางลงตลาดฯ จากถนนอรุณอัมรินทร์ ซึ่งเข้าใจว่าเป็นที่ส่วนบุคคล แต่มีการตั้ง สิ่งของ เหลือใช้  ทับถม จนอาจก่อให้เกิดอัคคีภัย ได้ ช่วย แจ้งให้เจ้าของที่ดิน ได้ปรับปรุง 7หากสังเกตุให้ดี จะพบ สายไฟ  ท่อประปา ต่อออกมาจาก บ้านเรือน เพื่อ ใช้ในบริเวณตลาดเกรงเกิดอัคคีภัยจึงเรียนแจ้งมายังผู้เกี่ยวข้อง ช่วยดำเนินการ ให้มีการ ลด ละ เลิก ตามที่ได้แจ้งมาข้างต้น ด้วยครับขอบคุณ,"Notifying those involved Come to help fix .. area of ​​the sparrow market area, Prayurawong Temple, from the head of the municipal road 1, entrance to Kalaya Temple To the end of the road that is a dead end Wat Kalaya Subdistrict, Thonburi District, Bangkok 10600 Problems. 1 There is a vendor selling products and washing things. Down the drain along the market may cause 2 clogging pipes in the middle of the road. Leave it permanently Obstructing the roadway at the end of the road, bringing the car through in and out, not convenient to inform But has not been resolved 3 During the night, teenagers gathered to open up the radio loudly. Sometimes, the quarrel was annoyed. The people in that area 4 on the Arun Amarin road path. The entrance to the market There is a tent of the shop without stopping, even Monday 5. On Arun Amarin Road Near the way down the market Used to report There is a wheelchair that sells food that is not sold permanently. At this time, it would probably be parked as before. 6 areas down the market. From Arun Amarin Road Which understands that it is personal, but there is a waste of waste to accumulate until the fire may help to inform the land owner to improve 7. The market is afraid of the fire, therefore informing the relevant parties. Helps to proceed with the reduction and quit as reported above. Thank you",1182
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/f9cebb9b1d204d9eeaf548af9fdea38bae0d5445.jpg,บริเวณฟุตบาฒถนนราษฎร์พัฒนาช่วยราษฎร์พัฒนา12ช่วยเร่งปรับปรุงด้วยมีรถจักยานล้มบ่อยและเป็นทางลงไปสะพานค.ส.ลมีชาวบ้านใช้เส้นทางเป็นจำนวนมา,"In the foot of the Ratchapattana Road, helping Ratphatthana 12, helping to improve, with frequent vehicles falling and the way down to the Bridge.",134
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/2562f581bf55944b8952b4167751bb4562ab7e63.jpg,คลองตื้นเขิน​ขยะเยอะ,A lot of shallow canals,20
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/790709957ed82f8b35ec8e6e1b4d2178314d825a.jpg,จอดรถบนทางเท้ส จนไม่มีทางคนเดิน,Parking on the way Until there is no way to walk,31
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/effaa131171c870ef7b29aadc1aad49e4e221cab.jpg,จอดรถบนทางเท้าค้ะ,Park the car on the sidewalk.,17
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/b1251b74b0049495222a0b7db24d0a9085a68ac7.jpg,มีการตีเส้นบนทางเท้า เพื่อเป็นที่จอดมอเตอร์ไซด์ ได้ยินจากเพื่อนบ้านในระแวกใกล้เคียงว่า มีการตักเตือนจากเจ้าหน้าที่แล้วในกรณีนี้โดยให้ลบเส้นสีขาวออก แต่ในวันนี้เราเดินผ่าน และพบว่ายังมีเส้นสีขาวอยู่ แต่การจอดรถมอเตอร์ไซด์เป็นแนวขวางกับช่องที่มีเส้นสีขาว,There is a line on the sidewalk. To be a motorcycle parking Heard from neighbors in the nearby area that There is a warning from the authorities in this case by removing the white line. But today we walked past And found that there are still white lines But the motorcycle parking is in line with the channel with a white line,252
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/ddcc75bc30c69951be5b5a4cf6a0f97c7c83de28.jpg,ปริมาณน้ำในคลองประเวศบุรีรมย์ ไม่ลดลงเลย (ปกติจะอยู่เพียง -0.30 รท.ก.)เกรงว่าหากมีฝนตกลงมาอีกน้ำจะท่วมอีกครั้งรบกวนช่วยหาแนวทางระบายน้ำออก และแผนป้องกันด้วย เครื่องสูบน้ำที่พระโขนงมีมากถึง 45 เครื่อง ถ้าใช้งานเต็มกำลัง น้ำไม่น่าจะท่วมเหมือนปีที่ผ่านๆมา  ความสูงระดับข้อเท้า น้ำท่วมมากกว่า 1 สัปดาห์,"The amount of water in the Prawet Burirom canal does not decrease at all (usually only -0.30. The T. Kor.). Afraid that if there is rain again, the water will flood again. Please help to find a way to drain the water. And prevention plans as well There are as many as 45 water pumps in Phra Khanong. The water should not flood like the past year. Akkot level height More than 1 week of flood",302
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/7c1396f76d609304a7ef497044a62dd27750e270.jpg,ถนนหน้าเอื้อ2 ตรงไปนำไกร ถนนหลุมเยอะมากทำให้เกิดอุบัติเหตุบ่อยมาก มีแต่รถใหญ่วิ่งแก้ปัญหาไม่ตก ยิ่งฝนตกน้ำท่วมยิ่งหนักเลยคะ,"The front road 2, go straight to lead Krai, a lot of roads, causing accidents very often. There is only a big car running to solve the problem. The more the rain, the more flooded.",123
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/358680b2f02e6e18d6c8d0b87f877b204e7ceea5.jpg,เเจ้งเรื่อง มีการกองเศษวัสดุในซอยเเละล้ำเข้ามาถนนสาธารณะ,The story has a pile of materials in the alley and has entered the public road.,56
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/d8e4a0947cd228af536ec83f463445e5aaae1937.jpg,รถจักรยานยนต์ขับขี่และจอดบนทางเท้าหน้าร้านอิ่มใจไทย ฟูดส์ หมายเลขทะเบียน4 ข ษ 4358กรุงเทพมหานครภาพถ่ายบริเวณหน้าร้านอิ่มใจ ไทยฟู้ดเวลา 12.20 น,"Motorcycle driving and parking on the sidewalk in front of the Thai Foods shop, registration number 4, 4358, Bangkok, the photo in front of the shop, full Thai food at 12.20 hrs.",147
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/d7dfbdd173ab6b6a3c9518394a05ba8b222a55df.jpg,ถนนชำรุดเป็นวงกว้างหลายหลุม ทำให้เกิดน้ำท่วมขังและอุบัติเหตุ,The road is damaged in many holes. Causing floods and accidents,60
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/aa1b7af10fed38f2a7b71ed083b2a095f7d588be.jpg,รถคันนี้จอด แบบ นี้ตลอด ทั้งๆที่เคยแจ้งไปแล้ว เหมือนไม่เกรงกลัว อะไร เลย รถคันนี้จอดข้าง คลีนิคทำฟัน  ตรง ปากซอย อ่อนนุช 37/1,"This car parked like this all the time, despite having previously informed. As if not afraid of anything at all.",125
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/459956c2da90c1ec33a0388ab4a94b518db4ae64.jpg,ตรวจสอบการต่อเติมหลังคา อาจกัดขวางรถดับเพลิง หากเกิดอัคคีภัยพิกัด อพาร์ตเมนต์36,Check the addition of the roof May bite the fire truck If the fire occurs Apartment 36,81
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/2df18ade12dc12d7a384df585427a9e8f45ad68b.jpg,รถรับจ้างตุ๊กตุ๊ก แท๊กซี่ จอดแช่รอรับผู้โดยสาร บนบริเวณห้ามจอด หน้าห้าง platinum เป็นจำนวนมาก ขัดขวางทางจารจร,"Tuk Tuk Tuk, taxi, parked, waiting to receive passengers On the prohibition area in front of the Platinum mall, a lot of obstructing the way",109
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/cb59a8423507bda0df85209de7f6faae88c30ffc.jpg,ซอยประชาอุทิศ 24 ต้นซอยมีร้านขายของ และให้คนนั่งทานได้ กินพื้นที่ไหล่ทางและถนน ทำให้ไม่มีไหล่ทางสำหรับเดินเข้าออกซอยและบริเวณด้านในซอยมีรถจอดตลอดทาง ทำให้ไม่มีไหล่ทางเดิน และรถสวนกันไม่ได้ การสัญจรทั้งการเดินและขับรถทำได้ยากลำบากมาก,"Soi Pracha Uthit 24, the Soi has a shop And allow people to sit and eat Take a living in the shoulder and road Causing no shoulders to walk in and out of the alley and the area in the alley has a car parked all the way Causing no shoulders And the car cannot be garden Traveling, both walking and driving is very difficult.",233
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/43c41cdd829821c103a9e2602ee217bb6896e87f.jpg,มีเด็กๆหลายคนมาเช็ดกระจกตรงสี่แยกฝากหน่วยงานที่เกี่ยวข้องมาช่วยเหลือเพราะช่วงเวลานี้เด็กๆควรได้รับการศึกษาในโรงเรียน,"Many children wipe the mirror at the relevant agencies to help because at this time, children should be educated in school.",117
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/0a3a0ca3ef7ce2194539d05e04ef1b1fa7ea9d2a.jpg,พบบุคคลสูบและพ่นควันบุหรี่ใส่แฟนของผู้แจ้ง ตลอดเวลา ส่งผลให้แฟนของผู้แจ้งมีอาการสำลักควันอย่างหนัก (วันที่ 18 ก.ย. 65 เวลา 12.00 น.),"Found a person smoking and spraying cigarette smoke at the reporter of the report at all times, resulting in the fans of the informer being choking heavily (on 18 Sep 65 at 12.00 hrs.)",132
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/02f44952f9504e9150999a4fc85a7ef08e2ca36c.jpg,รถจักรยานยนต์ขับขี่บนสะพานภูมิพล1 มุ่งหน้าถนนพระรามสาม เวลา 7.35 พุธที่ 28 กันยายน2565 (แจ้งเรื่องนี้บ่อยมากแต่เจ้าหน้าที่ไม่สามารถจัดการปัญหาได้),"Motorcycle driving on Bhumibol Bridge 1 Heading to Rama III Road at 7.35 Wednesday, September 28, 2022 (reporting this very often, but the staff cannot handle the problem)",146
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/6abfe44cb937db509c74a45e8de71456f83804b4.jpg,มีน้ำซึมออกมาจาพื้นท่วมขังบริเวรซอย,"With water seeping out, flooding the ground",35
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/3f15826bfb43c784015fb428a5d1433122284bfe.jpg,ขายของบนฟุตบาทขวางทางคนเดิน,"Selling items on the footpath, blocking the pedestrian path",28
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/f9ee4313c53a9a8035af518022750fa0ad904c32.jpg,หลังคา เหนือทางเท้า ชำรุด,The roof above the sidewalk is damaged.,25
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/18c88816e909321dbc6e87d18d04a0adf9195be5.jpg,ทดสอบแจ้งน้ำท่วมและปรับปรุงระดับน้ำ ความสูงระดับหน้าแข้ง น้ำท่วมน้อยกว่า 1 ชั่วโมง,Test the flood and improve the water level. Shin height The flood is less than 1 hour.,82
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/c0b93144c78e6d409e728e55c56070d5bf0f43e6.jpg,ต้นไม้บังไฟส่องสว่างและวิสัยทัด พัฒนาการ32แยกหมู่บ้านแสนสิริ,The tree covering the light and the vision. Phatthanakan 32 Sansiri Village Intersection,61
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/f386b6d2348ce3ab79317337e29c8945d1dcf9c1.jpg,เกิดหลุมขนาดใหญ่บนพื้นผิวถนนตรงเชิงทางขึ้นสะพานข้ามถนนวิภาวดีรังสิต ฝั่งการไฟฟ้างามวงศ์วาน ลงมหาวิทยาลัยเกษตรศาสตร์ประตู 3,"A large hole occurred on the road surface at the way up to the bridge over Vibhavadi Rangsit Road. Ngamwongwan electricity side Down to Kasetsart University, Gate 3",122
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/0824b1a435ce3d6bba0d4447a7444566fc8df81f.jpg,พื้นฟุตบาทไม่เรียบเสมอกัน เหยียบแล้วอันตรายทุกแผ่น,The role floor is not always smooth. Step on every danger,50
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/4e7dc70754e40e4128f423b42e1ac1b907961ede.jpg,ถนนจากแยกบางนาเข้าถนนสบางนาตราดพังเป็นหลุมบ่อจนรถผมยางแตกแล้วครับ,"The road from Bang Na junction enters the Sorang Road, the Nat Trat broke into a hole until the hair is broken.",65
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/71bd7c24e65067e5c13b58f857a9e9f903e61c6a.jpg,ร้านค้าแผงลอยขายของบนทางเท้ากีดขวางทางเดิน,"Shop, stalls, selling goods on the sidewalk, obstructing the pathway",42
